dd,mm,yy,value
02,01,73,111.35
03,01,73,111.43
04,01,73,111.51
05,01,73,110.47
08,01,73,109.24
09,01,73,109.52
10,01,73,109.47
11,01,73,108.79
12,01,73,109.3
15,01,73,108.62
16,01,73,108.53
17,01,73,107.67
18,01,73,108
19,01,73,107.44
22,01,73,107
23,01,73,106.29
24,01,73,107.88
25,01,73,109.14
26,01,73,108.9
29,01,73,108.63
30,01,73,108.66
31,01,73,108.43
01,02,73,109.61
02,02,73,109.61
05,02,73,109.01
06,02,73,108.47
07,02,73,109.33
08,02,73,109.89
09,02,73,110.11
12,02,73,111
13,02,73,111.17
14,02,73,111.32
15,02,73,110.34
16,02,73,110.85
19,02,73,112.72
20,02,73,113.23
21,02,73,113.78
22,02,73,113.37
23,02,73,114.17
26,02,73,115.61
27,02,73,115.94
28,02,73,115.76
01,03,73,117.2
02,03,73,119.05
05,03,73,120.15
06,03,73,117.5
07,03,73,118.63
08,03,73,119.49
09,03,73,119.24
12,03,73,117.7
13,03,73,117.89
14,03,73,118.84
15,03,73,120.56
16,03,73,123.1
20,03,73,123.42
21,03,73,126.57
22,03,73,126.71
23,03,73,126.35
26,03,73,127.76
27,03,73,129.42
28,03,73,128.51
29,03,73,128.44
30,03,73,128.54
02,04,73,128.92
03,04,73,126.68
04,04,73,125.09
05,04,73,122.88
06,04,73,124.04
09,04,73,122.68
10,04,73,121.82
11,04,73,123.11
12,04,73,123.02
13,04,73,123.69
16,04,73,125.15
17,04,73,125.7
18,04,73,127.96
19,04,73,129.22
20,04,73,129.81
23,04,73,130.72
24,04,73,129.33
27,04,73,128.28
30,04,73,129.64
02,05,73,131.19
03,05,73,131.07
04,05,73,131.2
07,05,73,130.12
08,05,73,129.83
09,05,73,131.04
10,05,73,132.07
11,05,73,131.78
14,05,73,131.49
15,05,73,131.18
16,05,73,133.59
17,05,73,134.24
18,05,73,137.45
21,05,73,137.61
22,05,73,139.64
23,05,73,142.01
24,05,73,144.68
25,05,73,143.95
28,05,73,140.62
29,05,73,139.28
30,05,73,142.73
01,06,73,146.28
04,06,73,144.1
05,06,73,144.31
06,06,73,144.2
07,06,73,141.7
08,06,73,143.48
11,06,73,146.25
12,06,73,148.73
13,06,73,150.24
14,06,73,153.52
15,06,73,158.27
18,06,73,162
19,06,73,162.21
20,06,73,153.92
22,06,73,153.81
25,06,73,153.06
26,06,73,155.36
27,06,73,157.3
28,06,73,158.4
02,07,73,158.8
03,07,73,160.81
04,07,73,161.87
05,07,73,159.71
06,07,73,155.41
09,07,73,149.43
10,07,73,145.09
11,07,73,137.64
12,07,73,141.77
13,07,73,146.32
16,07,73,142.32
17,07,73,139.36
18,07,73,139.2
19,07,73,141.9
20,07,73,144.84
23,07,73,141.33
24,07,73,138.15
25,07,73,135.37
26,07,73,137.96
27,07,73,133.8
30,07,73,125.72
31,07,73,127.55
01,08,73,126.92
02,08,73,127.42
03,08,73,125.56
06,08,73,119.75
07,08,73,117.51
08,08,73,124.11
09,08,73,126.26
10,08,73,126.84
16,08,73,125.69
17,08,73,125.99
20,08,73,126.34
21,08,73,126.37
22,08,73,127.82
23,08,73,130.19
24,08,73,133.19
27,08,73,134.86
28,08,73,132.56
29,08,73,132.49
30,08,73,134.11
31,08,73,134.81
03,09,73,133.83
04,09,73,133.89
05,09,73,132.83
06,09,73,131.64
07,09,73,128.98
10,09,73,129.12
11,09,73,130.23
12,09,73,130.39
13,09,73,129.55
14,09,73,128.65
17,09,73,127.29
18,09,73,126.57
19,09,73,129.29
20,09,73,130.29
21,09,73,130.07
24,09,73,132
25,09,73,130.94
26,09,73,129.71
27,09,73,129.38
28,09,73,130.43
01,10,73,132.27
02,10,73,132.38
03,10,73,133.19
04,10,73,132.24
05,10,73,132.44
08,10,73,132.65
09,10,73,132.99
10,10,73,132.06
11,10,73,131.36
12,10,73,130.93
15,10,73,130.77
16,10,73,132.11
17,10,73,133.88
18,10,73,135.75
19,10,73,137.32
22,10,73,139.3
23,10,73,138.52
24,10,73,137.74
25,10,73,138.06
26,10,73,139.86
29,10,73,140.14
30,10,73,139.98
31,10,73,139.7
02,11,73,141.04
05,11,73,139.72
06,11,73,136.14
07,11,73,138.07
08,11,73,138.29
09,11,73,138.71
12,11,73,137.56
13,11,73,137.04
14,11,73,134.99
15,11,73,134.83
16,11,73,133.12
19,11,73,136.18
20,11,73,134.46
21,11,73,131.11
22,11,73,131.44
23,11,73,132.04
26,11,73,129.4
27,11,73,125.77
28,11,73,129.37
29,11,73,129.51
30,11,73,128.33
03,12,73,125.98
04,12,73,124.8
05,12,73,122.96
06,12,73,121.64
07,12,73,122.15
10,12,73,120.55
11,12,73,120.8
12,12,73,121.11
13,12,73,121.79
14,12,73,119.8
17,12,73,119.93
18,12,73,120.32
19,12,73,119.01
20,12,73,120.47
21,12,73,121.55
27,12,73,124.46
28,12,73,126.11
31,12,73,126.84
02,01,74,127.35
03,01,74,129.76
04,01,74,132.73
07,01,74,131.88
08,01,74,133.46
09,01,74,132.54
10,01,74,129.69
11,01,74,130.44
14,01,74,132.64
15,01,74,134.44
16,01,74,133.81
17,01,74,134.57
18,01,74,137.94
21,01,74,141.75
22,01,74,141.94
23,01,74,141.04
24,01,74,139.88
25,01,74,140.01
28,01,74,140.46
29,01,74,138.36
30,01,74,139.25
31,01,74,139.33
01,02,74,136.37
04,02,74,133.16
05,02,74,136.5
06,02,74,136.76
07,02,74,137.98
08,02,74,138.33
11,02,74,137.47
12,02,74,137.4
13,02,74,138.15
14,02,74,137.59
15,02,74,137.41
18,02,74,141.03
19,02,74,141.41
20,02,74,141.59
21,02,74,142.98
22,02,74,143.87
25,02,74,142.07
26,02,74,140.84
27,02,74,142.27
28,02,74,143.11
01,03,74,140.75
04,03,74,141.56
05,03,74,143.29
06,03,74,144.2
07,03,74,142.87
08,03,74,142.84
11,03,74,142
12,03,74,142.31
13,03,74,141.82
14,03,74,142.19
15,03,74,143.69
18,03,74,146.17
20,03,74,147.44
21,03,74,146.51
22,03,74,148.53
25,03,74,151.67
26,03,74,151.48
27,03,74,151.82
28,03,74,152.14
29,03,74,151.73
01,04,74,151.87
02,04,74,151.08
03,04,74,147.61
04,04,74,148.86
05,04,74,150.85
08,04,74,152.25
09,04,74,152.33
10,04,74,150.42
11,04,74,151.01
12,04,74,151.44
16,04,74,152.13
17,04,74,150.86
18,04,74,154.25
19,04,74,154.1
22,04,74,152.65
23,04,74,151
24,04,74,149.93
26,04,74,149.52
29,04,74,147.33
30,04,74,146.67
02,05,74,144.87
03,05,74,144.43
06,05,74,140.1
07,05,74,139.63
08,05,74,139.13
09,05,74,135.8
10,05,74,136.57
13,05,74,137.13
14,05,74,138.54
15,05,74,137.6
16,05,74,135.44
17,05,74,134.72
20,05,74,129.96
21,05,74,130.08
22,05,74,132.92
24,05,74,135.38
27,05,74,131.95
28,05,74,130.26
30,05,74,131.06
31,05,74,130.94
03,06,74,129.08
04,06,74,127.26
05,06,74,125.5
06,06,74,125.74
07,06,74,123.98
10,06,74,122.7
11,06,74,118.99
12,06,74,120.51
14,06,74,123.99
17,06,74,123.45
18,06,74,120.27
19,06,74,122.54
20,06,74,124.82
21,06,74,123.46
24,06,74,122.99
25,06,74,122.73
26,06,74,121.95
27,06,74,119.36
28,06,74,118.44
01,07,74,118.54
02,07,74,115.87
03,07,74,113.68
04,07,74,113.7
05,07,74,114.84
08,07,74,112.61
09,07,74,110
10,07,74,108.82
11,07,74,111.12
12,07,74,112.27
15,07,74,113.3
16,07,74,112.54
17,07,74,110.97
18,07,74,112.55
19,07,74,115.01
22,07,74,115.64
23,07,74,118.24
24,07,74,118.72
25,07,74,117.97
26,07,74,116.55
29,07,74,115.72
30,07,74,115.45
31,07,74,115.76
01,08,74,114.27
02,08,74,113.13
05,08,74,113.31
06,08,74,114.13
07,08,74,114.79
08,08,74,114.83
09,08,74,114.68
12,08,74,115.52
13,08,74,115.99
19,08,74,115.18
20,08,74,111.59
21,08,74,109.72
22,08,74,106.73
23,08,74,105.78
26,08,74,103.79
27,08,74,103.93
28,08,74,104.19
29,08,74,101.83
30,08,74,101.79
02,09,74,102.16
03,09,74,100.02
04,09,74,98.02
05,09,74,98.89
06,09,74,100.68
09,09,74,101.87
10,09,74,100
11,09,74,98.06
12,09,74,95.71
13,09,74,94.7
16,09,74,91.8
17,09,74,90.63
18,09,74,87.94
19,09,74,88.14
20,09,74,91.85
23,09,74,91.77
24,09,74,92.56
25,09,74,95.27
26,09,74,93.92
27,09,74,92.99
30,09,74,93.45
01,10,74,91.57
02,10,74,89.12
03,10,74,88.57
04,10,74,89.22
07,10,74,88.49
08,10,74,89.14
09,10,74,90.07
10,10,74,92.13
11,10,74,94.22
14,10,74,93.23
15,10,74,91.5
16,10,74,91.68
17,10,74,91
18,10,74,90.34
21,10,74,93.01
22,10,74,93.52
23,10,74,92.4
24,10,74,94.61
25,10,74,95.8
28,10,74,93.55
29,10,74,93.29
30,10,74,94.5
31,10,74,94.42
05,11,74,94.61
06,11,74,95.95
07,11,74,97.45
08,11,74,98.06
11,11,74,99.93
12,11,74,100.05
13,11,74,96.99
14,11,74,96.44
15,11,74,96.4
18,11,74,95.42
19,11,74,95.78
20,11,74,99.65
21,11,74,100.16
22,11,74,100.3
25,11,74,101.26
26,11,74,99.44
27,11,74,98.81
28,11,74,99.21
29,11,74,99.42
02,12,74,99.03
03,12,74,97.53
05,12,74,95.39
06,12,74,93.87
09,12,74,91.72
10,12,74,92.06
11,12,74,90.53
12,12,74,89.21
13,12,74,89.37
16,12,74,88.97
17,12,74,87.04
18,12,74,87.83
19,12,74,87.05
20,12,74,85.97
23,12,74,85.75
27,12,74,88.22
30,12,74,88.68
31,12,74,87.56
02,01,75,86.82
03,01,75,87.51
07,01,75,87.16
08,01,75,85.98
09,01,75,86.8
10,01,75,86.49
13,01,75,87.66
14,01,75,88.77
15,01,75,88.77
16,01,75,88.02
17,01,75,88.19
20,01,75,89.32
21,01,75,89.4
22,01,75,91.44
23,01,75,92.38
24,01,75,93.79
27,01,75,93.51
28,01,75,95.71
29,01,75,97.29
30,01,75,98.69
31,01,75,99.43
03,02,75,98.19
04,02,75,95.59
05,02,75,95.44
06,02,75,94.88
07,02,75,95.58
10,02,75,96.48
11,02,75,96.58
12,02,75,97.52
13,02,75,100.36
14,02,75,101.88
17,02,75,104.81
18,02,75,103.75
19,02,75,104.04
20,02,75,106.47
21,02,75,108.86
24,02,75,107.72
25,02,75,105.71
26,02,75,107.08
27,02,75,107.81
28,02,75,106.78
03,03,75,106.81
04,03,75,105.15
05,03,75,105.72
06,03,75,106.42
07,03,75,106.84
10,03,75,107.41
11,03,75,107.63
12,03,75,105.46
13,03,75,104.04
14,03,75,103.81
17,03,75,100.17
18,03,75,103.08
20,03,75,102.08
21,03,75,102.3
24,03,75,101.1
25,03,75,100.18
26,03,75,101.44
27,03,75,101.73
28,03,75,103.28
01,04,75,103.54
02,04,75,103.08
03,04,75,101.6
04,04,75,99.68
07,04,75,99.56
08,04,75,100.12
09,04,75,98.57
10,04,75,97.81
11,04,75,98.15
14,04,75,97.45
15,04,75,98.48
16,04,75,99.56
17,04,75,99.86
18,04,75,101.67
21,04,75,103.07
23,04,75,103.7
24,04,75,103.17
28,04,75,103.33
29,04,75,101.71
30,04,75,101.41
02,05,75,101.72
05,05,75,101.63
06,05,75,101.09
07,05,75,100.1
09,05,75,100.21
12,05,75,100.15
13,05,75,99.73
14,05,75,98.48
15,05,75,98.59
16,05,75,98.76
19,05,75,98.2
20,05,75,97.39
21,05,75,96.1
22,05,75,94.81
23,05,75,94.42
26,05,75,95.62
27,05,75,98.03
28,05,75,99.8
30,05,75,98.39
03,06,75,97.96
04,06,75,96.86
05,06,75,96.65
06,06,75,96.77
09,06,75,96.57
10,06,75,97.03
11,06,75,97.54
12,06,75,97.48
13,06,75,97.06
16,06,75,97.55
17,06,75,89.83
18,06,75,91.83
19,06,75,91.26
20,06,75,89.18
23,06,75,86.43
24,06,75,86.45
25,06,75,87.67
26,06,75,86.99
27,06,75,86.94
30,06,75,87.56
01,07,75,88.21
02,07,75,89.42
03,07,75,88.39
04,07,75,87.24
07,07,75,86.01
08,07,75,85.33
09,07,75,86.18
10,07,75,85.25
11,07,75,85.38
14,07,75,85.88
15,07,75,85.5
16,07,75,83.81
17,07,75,82.58
18,07,75,82.28
21,07,75,81.57
22,07,75,82.71
23,07,75,82.94
24,07,75,83.43
25,07,75,83.69
28,07,75,83.18
29,07,75,81.96
30,07,75,81.58
31,07,75,81.58
01,08,75,81.43
04,08,75,81.33
05,08,75,81.4
06,08,75,81.83
07,08,75,82.27
08,08,75,82.4
11,08,75,81.8
12,08,75,81.51
13,08,75,81.63
18,08,75,81.53
19,08,75,81.17
20,08,75,80.97
21,08,75,80.04
22,08,75,80.4
25,08,75,80.84
26,08,75,81.66
27,08,75,82.01
28,08,75,81.6
29,08,75,81.13
01,09,75,80.87
02,09,75,81.54
03,09,75,81.87
04,09,75,82.4
05,09,75,82.84
08,09,75,83.77
09,09,75,83.62
10,09,75,82.87
11,09,75,82.13
12,09,75,81.87
15,09,75,81.07
16,09,75,80.28
17,09,75,81.85
18,09,75,81.62
19,09,75,81.16
22,09,75,80.94
23,09,75,80.2
24,09,75,79.78
25,09,75,80.62
26,09,75,80.36
29,09,75,79.82
30,09,75,78.84
01,10,75,78.43
02,10,75,78.31
03,10,75,78.75
06,10,75,78.2
07,10,75,78.11
08,10,75,78.48
09,10,75,78.47
10,10,75,77.52
13,10,75,76.44
14,10,75,76.06
15,10,75,75.9
16,10,75,75.47
17,10,75,75.41
20,10,75,76.51
21,10,75,78.08
22,10,75,79.43
23,10,75,79.47
24,10,75,80.76
27,10,75,80.14
28,10,75,79.16
29,10,75,79.08
30,10,75,79.49
31,10,75,80.14
03,11,75,81.38
05,11,75,80.95
06,11,75,80.3
07,11,75,82.38
10,11,75,82
11,11,75,80.96
12,11,75,80.6
13,11,75,80.89
14,11,75,80.01
17,11,75,79.56
18,11,75,79.93
19,11,75,78.43
20,11,75,79.54
21,11,75,80
24,11,75,80.12
25,11,75,80.1
26,11,75,80.75
27,11,75,82.51
28,11,75,84.33
01,12,75,86.41
02,12,75,87.86
03,12,75,85.19
04,12,75,84.82
05,12,75,84.02
09,12,75,83.16
10,12,75,84.25
11,12,75,85.05
12,12,75,84.37
15,12,75,83.58
16,12,75,82.92
17,12,75,83.78
18,12,75,85.49
19,12,75,85.76
22,12,75,85.8
23,12,75,85.51
29,12,75,84.31
30,12,75,83.8
31,12,75,82.79
02,01,76,83.57
05,01,76,81.79
07,01,76,81.22
08,01,76,81.6
09,01,76,81.85
12,01,76,82.63
13,01,76,82.65
14,01,76,83.59
15,01,76,83.21
16,01,76,83.62
19,01,76,85.72
20,01,76,85.26
21,01,76,85.4
22,01,76,87.7
23,01,76,89.16
26,01,76,87.43
27,01,76,88
28,01,76,87.26
29,01,76,87.26
30,01,76,88.17
02,02,76,89.42
03,02,76,89.18
04,02,76,87.57
05,02,76,86.04
06,02,76,85.96
09,02,76,86.98
10,02,76,86.93
11,02,76,85.88
12,02,76,86.63
13,02,76,86.59
16,02,76,86.35
17,02,76,86.28
18,02,76,86.77
19,02,76,88.16
20,02,76,89.54
23,02,76,91.37
24,02,76,90.75
25,02,76,90.37
26,02,76,90.28
27,02,76,89.42
01,03,76,88.37
02,03,76,87.22
03,03,76,87.45
04,03,76,86.91
05,03,76,85.59
08,03,76,83.75
09,03,76,83.49
10,03,76,84.16
11,03,76,83.87
12,03,76,83.13
15,03,76,81.16
16,03,76,81.59
17,03,76,80.09
18,03,76,81.2
22,03,76,81.15
23,03,76,80.15
24,03,76,80.87
25,03,76,80.82
26,03,76,80.32
29,03,76,79.76
30,03,76,80.08
31,03,76,80.39
01,04,76,79.24
02,04,76,77.97
05,04,76,78.03
06,04,76,78.29
07,04,76,76.03
08,04,76,75.38
09,04,76,74.67
12,04,76,72.23
13,04,76,73.53
14,04,76,74.8
15,04,76,76.95
16,04,76,78.26
20,04,76,78.99
21,04,76,77.23
22,04,76,75.5
23,04,76,75.82
26,04,76,75.59
27,04,76,75.89
28,04,76,76.72
29,04,76,76.88
30,04,76,76.54
03,05,76,76.07
04,05,76,76.2
05,05,76,77.4
06,05,76,77.62
07,05,76,77.33
10,05,76,77.34
11,05,76,77.58
12,05,76,76.6
13,05,76,75.17
14,05,76,75.03
17,05,76,74.11
18,05,76,73.19
19,05,76,74.15
20,05,76,74.42
21,05,76,74.69
24,05,76,75.11
25,05,76,75.28
26,05,76,75.68
28,05,76,76.08
31,05,76,76.83
01,06,76,76.77
03,06,76,76.16
04,06,76,75.29
07,06,76,74.5
08,06,76,73.71
09,06,76,73.88
10,06,76,74.67
11,06,76,74.9
14,06,76,74.73
15,06,76,74.8
16,06,76,76.18
18,06,76,78.57
21,06,76,78.75
22,06,76,78.74
23,06,76,77.57
24,06,76,78.22
25,06,76,79.22
28,06,76,80.28
30,06,76,80.77
01,07,76,80.76
02,07,76,80.84
05,07,76,83.11
06,07,76,83.57
07,07,76,83.45
08,07,76,83.9
09,07,76,84.53
12,07,76,83.33
13,07,76,83.21
14,07,76,84.24
15,07,76,84.17
16,07,76,84.66
19,07,76,86.85
20,07,76,88.12
21,07,76,87.53
22,07,76,86.77
23,07,76,86.28
26,07,76,85.05
27,07,76,85.21
28,07,76,85.49
29,07,76,85.06
30,07,76,84.41
02,08,76,83.51
03,08,76,83.28
04,08,76,84.02
05,08,76,84.97
06,08,76,85.08
09,08,76,84.61
10,08,76,84.34
11,08,76,83.97
12,08,76,83.9
13,08,76,84.07
16,08,76,83.32
17,08,76,82.64
18,08,76,81.82
19,08,76,84.18
20,08,76,83.91
23,08,76,83.53
24,08,76,83.19
25,08,76,82.07
26,08,76,81.54
27,08,76,82.47
30,08,76,82.31
31,08,76,82.01
01,09,76,82.17
02,09,76,81.7
03,09,76,81.2
06,09,76,81.34
07,09,76,81.36
08,09,76,80.84
09,09,76,80.49
10,09,76,79.52
13,09,76,78.4
14,09,76,78.2
15,09,76,78.5
16,09,76,77.95
17,09,76,78.54
20,09,76,79.08
21,09,76,78.15
22,09,76,77.71
23,09,76,77.28
24,09,76,77.7
27,09,76,77.3
28,09,76,76.15
29,09,76,76.01
30,09,76,76.57
01,10,76,76.17
04,10,76,74.22
05,10,76,73.67
06,10,76,71.92
07,10,76,72.05
08,10,76,73.09
11,10,76,71.2
12,10,76,69.53
13,10,76,69.05
14,10,76,69.87
15,10,76,68.34
18,10,76,66.85
19,10,76,67.83
20,10,76,69.66
21,10,76,70.53
22,10,76,68.6
25,10,76,67.16
26,10,76,67.73
27,10,76,68.35
28,10,76,67.86
29,10,76,67.75
02,11,76,68.33
03,11,76,67.82
05,11,76,66.6
08,11,76,65.64
09,11,76,65.03
10,11,76,64.93
11,11,76,65.15
12,11,76,65.73
15,11,76,66.69
16,11,76,66.48
17,11,76,66
18,11,76,67.68
19,11,76,69.59
22,11,76,71.04
23,11,76,70.78
24,11,76,70.4
25,11,76,70.7
26,11,76,71.58
29,11,76,72.04
30,11,76,71.6
01,12,76,70.6
02,12,76,72.01
03,12,76,73.57
06,12,76,75.61
07,12,76,75.76
09,12,76,74.15
10,12,76,73.01
13,12,76,71.64
14,12,76,72.12
15,12,76,71.86
16,12,76,71.82
17,12,76,71.42
20,12,76,73.38
21,12,76,73.2
22,12,76,73.4
23,12,76,74.55
27,12,76,74.94
28,12,76,74.24
29,12,76,73.93
30,12,76,74.51
31,12,76,74.89
03,01,77,74.01
04,01,77,73.16
05,01,77,73.71
07,01,77,73.27
10,01,77,71.33
11,01,77,70.43
12,01,77,70.23
13,01,77,70.71
14,01,77,70.35
17,01,77,70.09
18,01,77,70.04
19,01,77,71.09
20,01,77,71.16
21,01,77,71.68
24,01,77,71.8
25,01,77,71.24
26,01,77,71.51
27,01,77,71.52
28,01,77,70.86
31,01,77,70.7
01,02,77,70.39
02,02,77,70.05
03,02,77,69.66
04,02,77,70.06
07,02,77,69.54
08,02,77,68.16
09,02,77,68.29
10,02,77,67.93
11,02,77,67.31
14,02,77,67.32
15,02,77,67.94
16,02,77,67.58
17,02,77,68.63
18,02,77,69.85
21,02,77,70.71
22,02,77,69.52
23,02,77,69.36
24,02,77,69.07
25,02,77,69.06
28,02,77,69.28
01,03,77,68.88
02,03,77,68
03,03,77,67.53
04,03,77,67.07
07,03,77,67.45
08,03,77,67.76
09,03,77,68.33
10,03,77,68.27
11,03,77,68.16
14,03,77,67.4
15,03,77,66.15
16,03,77,66.32
17,03,77,66.5
18,03,77,65.96
21,03,77,65.76
22,03,77,66.19
23,03,77,67
24,03,77,67.21
25,03,77,67.47
28,03,77,66.98
29,03,77,67.16
30,03,77,66.7
31,03,77,67.38
01,04,77,67.32
04,04,77,66.9
05,04,77,66.05
06,04,77,65.15
07,04,77,64.65
08,04,77,64.53
12,04,77,64.84
13,04,77,64.35
14,04,77,62.98
15,04,77,63.37
18,04,77,63.39
19,04,77,65.33
20,04,77,65.14
21,04,77,64.95
22,04,77,64.51
26,04,77,64.09
27,04,77,63.87
28,04,77,64.06
29,04,77,64.41
02,05,77,64.85
03,05,77,65.23
04,05,77,65.05
05,05,77,64.08
06,05,77,64.03
09,05,77,63.84
10,05,77,63.33
11,05,77,62.8
12,05,77,62.42
13,05,77,61.77
16,05,77,61.48
17,05,77,61.22
18,05,77,62.07
19,05,77,62.08
20,05,77,62.02
23,05,77,61.12
24,05,77,60.64
25,05,77,60.87
26,05,77,61.47
27,05,77,61.41
30,05,77,61.32
31,05,77,61.29
01,06,77,60.69
02,06,77,60.18
13,06,77,58.93
14,06,77,57.93
15,06,77,58.79
16,06,77,58.55
17,06,77,59.04
20,06,77,58.94
21,06,77,59.58
22,06,77,60.75
23,06,77,61.41
24,06,77,62.59
27,06,77,63.18
28,06,77,62.68
29,06,77,63.63
30,06,77,64.44
01,07,77,64.49
04,07,77,63.81
05,07,77,62.31
06,07,77,62.05
07,07,77,62.37
08,07,77,62.39
11,07,77,61.38
12,07,77,60.55
13,07,77,60.86
14,07,77,61.05
15,07,77,60.73
18,07,77,60.3
19,07,77,59.89
20,07,77,60.12
21,07,77,59.72
22,07,77,59.42
25,07,77,58.86
26,07,77,59.24
27,07,77,59.48
28,07,77,59.4
29,07,77,59.25
01,08,77,58.81
02,08,77,58.66
03,08,77,58.82
04,08,77,58.98
05,08,77,59.3
08,08,77,59.87
09,08,77,60.27
10,08,77,60.07
11,08,77,60.06
12,08,77,59.85
16,08,77,59.76
17,08,77,60.1
18,08,77,60.98
19,08,77,62.59
22,08,77,63.14
23,08,77,62.49
24,08,77,62.71
25,08,77,63.4
26,08,77,63.48
29,08,77,66.38
30,08,77,68.05
31,08,77,68.88
01,09,77,68.13
02,09,77,69
05,09,77,68.77
06,09,77,68.63
07,09,77,67.42
08,09,77,67.42
09,09,77,67.77
12,09,77,67.64
13,09,77,67.37
14,09,77,67.8
15,09,77,68
16,09,77,68.67
19,09,77,69.44
20,09,77,68.85
21,09,77,68.08
22,09,77,67.43
23,09,77,67.96
26,09,77,66.97
27,09,77,66.95
28,09,77,66.84
29,09,77,66.39
30,09,77,66.32
03,10,77,65.26
04,10,77,65.22
05,10,77,64.62
06,10,77,64.64
07,10,77,64.89
10,10,77,64.13
11,10,77,64.09
12,10,77,63.79
13,10,77,63.88
14,10,77,63.15
17,10,77,62.78
18,10,77,61.82
19,10,77,61.25
20,10,77,60.87
21,10,77,61.43
24,10,77,61.89
25,10,77,61.81
26,10,77,61.1
27,10,77,61.27
28,10,77,61.66
31,10,77,61.62
02,11,77,62.42
03,11,77,62.42
04,11,77,61.58
07,11,77,60.89
08,11,77,60.69
09,11,77,60.77
10,11,77,59.8
11,11,77,59.54
14,11,77,59.4
15,11,77,59.34
16,11,77,59.44
17,11,77,58.98
18,11,77,59.65
21,11,77,58.55
22,11,77,58.38
23,11,77,59.19
24,11,77,59.24
25,11,77,59.03
28,11,77,58.96
29,11,77,58.48
30,11,77,58.23
02,12,77,57.3
05,12,77,56.24
06,12,77,56.01
07,12,77,56.5
09,12,77,56.17
12,12,77,55.29
13,12,77,55.03
14,12,77,55.6
15,12,77,55.41
16,12,77,55.76
19,12,77,56.21
20,12,77,55.89
21,12,77,55.55
22,12,77,54.9
23,12,77,55.2
27,12,77,54.95
28,12,77,55.64
29,12,77,55.92
30,12,77,55.68
02,01,78,55.62
03,01,78,55.66
04,01,78,56.36
05,01,78,55.92
06,01,78,55.8
09,01,78,55.56
10,01,78,55.45
11,01,78,55.98
12,01,78,56.73
13,01,78,56.54
16,01,78,56.43
17,01,78,56.3
18,01,78,56.89
19,01,78,57.22
20,01,78,57.21
23,01,78,57.98
24,01,78,59.07
25,01,78,58.85
26,01,78,58.51
27,01,78,57.9
30,01,78,58.63
31,01,78,59.24
01,02,78,59
02,02,78,59.49
03,02,78,59.51
06,02,78,60.6
07,02,78,61.21
08,02,78,61.05
09,02,78,60.87
10,02,78,61.41
13,02,78,61.91
14,02,78,61.16
15,02,78,61.28
16,02,78,62.02
17,02,78,62.58
20,02,78,62.8
21,02,78,62.26
22,02,78,61.54
23,02,78,61.71
24,02,78,61.81
27,02,78,60.98
28,02,78,60.44
01,03,78,61.28
02,03,78,61.91
03,03,78,62.56
06,03,78,63.56
07,03,78,63.27
08,03,78,62.5
09,03,78,62.51
10,03,78,61.92
13,03,78,61.85
14,03,78,61.68
15,03,78,62.05
16,03,78,61.41
17,03,78,61.25
20,03,78,62.76
21,03,78,62.03
22,03,78,61.91
23,03,78,61.33
24,03,78,61.68
28,03,78,61.24
29,03,78,60.82
30,03,78,60.64
31,03,78,60.76
03,04,78,60.57
04,04,78,60.53
05,04,78,60.55
06,04,78,60.63
07,04,78,60.34
10,04,78,60.06
11,04,78,59.98
12,04,78,60.03
13,04,78,59.95
14,04,78,59.61
17,04,78,59.44
18,04,78,59.94
19,04,78,60.25
20,04,78,60.4
21,04,78,60.54
24,04,78,60.68
26,04,78,60.66
27,04,78,60.06
28,04,78,60.08
02,05,78,60.38
03,05,78,60.04
04,05,78,60.08
05,05,78,60.1
08,05,78,60.01
09,05,78,59.85
10,05,78,60.07
11,05,78,60.83
12,05,78,61.29
15,05,78,61.52
16,05,78,62.1
17,05,78,61.98
18,05,78,62.42
19,05,78,62.65
22,05,78,64.23
23,05,78,64
24,05,78,63.67
25,05,78,63.2
26,05,78,63.18
29,05,78,62.97
30,05,78,62.79
31,05,78,63.01
01,06,78,62.92
02,06,78,62.65
05,06,78,63.06
06,06,78,62.95
07,06,78,62.59
08,06,78,62.93
09,06,78,63.44
12,06,78,63.27
13,06,78,62.91
14,06,78,62.99
15,06,78,62.71
16,06,78,61.91
19,06,78,61.87
20,06,78,62.34
21,06,78,62.11
22,06,78,61.83
23,06,78,61.87
26,06,78,61.86
27,06,78,61.74
28,06,78,61.57
29,06,78,61.91
30,06,78,62.07
03,07,78,61.98
04,07,78,61.69
05,07,78,62.08
06,07,78,62.48
07,07,78,62.81
10,07,78,62.89
11,07,78,62.09
12,07,78,62
13,07,78,61.81
14,07,78,61.69
17,07,78,61.66
18,07,78,61.13
19,07,78,61.52
20,07,78,61.73
21,07,78,62.66
24,07,78,63.57
25,07,78,64.07
26,07,78,63.35
27,07,78,62.77
28,07,78,62.73
31,07,78,62.63
01,08,78,63.28
02,08,78,63.6
03,08,78,63.44
04,08,78,63.12
07,08,78,62.87
08,08,78,63.2
09,08,78,63.48
10,08,78,63.7
11,08,78,63.98
16,08,78,64.35
17,08,78,64.6
18,08,78,65.79
21,08,78,68.17
22,08,78,68.11
23,08,78,68.11
24,08,78,67.09
25,08,78,66.83
28,08,78,66.45
29,08,78,66.14
30,08,78,66.63
31,08,78,67.2
01,09,78,67.09
04,09,78,68.19
05,09,78,68.24
06,09,78,68.91
